                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                 2.3129,                0.99006,                 2.5223,                0.77171,                0.81818,                0.83369,                 0.4344,                 3.5885,                 1.5998,                 4.2093,              0.0017268,              0.0017268,              0.0017268
                    140,                 2.1906,                0.96829,                 2.4014,                0.84225,                0.87367,                0.92142,                 0.4462,                 3.5637,                 1.5061,                 4.3223,              0.0017248,              0.0017248,              0.0017248
                    141,                 2.2257,                0.99686,                 2.5769,                0.93568,                0.81818,                0.90963,                0.49137,                 3.2193,                 1.3116,                 3.8953,              0.0017228,              0.0017228,              0.0017228
                    142,                 2.2678,                0.95969,                 2.5428,                0.81508,                0.80145,                0.86506,                0.46248,                 3.4596,                 1.6558,                 4.1335,              0.0017208,              0.0017208,              0.0017208
                    143,                 2.1863,                0.97114,                    2.5,                  0.869,                0.84432,                0.93756,                0.52981,                  3.242,                 1.6525,                 4.1145,              0.0017188,              0.0017188,              0.0017188
                    144,                 2.2694,                0.98585,                 2.6124,                0.83494,                0.85455,                0.88907,                0.50355,                 3.2536,                 1.7291,                 4.0817,              0.0017169,              0.0017169,              0.0017169
                    145,                 2.3242,                 1.0394,                 2.5987,                0.86795,                0.89091,                0.93544,                0.52423,                 3.3332,                 1.2993,                 3.9418,              0.0017149,              0.0017149,              0.0017149
                    146,                 2.1836,                0.94174,                 2.4856,                0.88305,                0.96099,                0.95784,                0.53993,                 3.3475,                 1.2742,                 4.2089,              0.0017129,              0.0017129,              0.0017129
                    147,                 2.1768,                0.92083,                  2.543,                0.90171,                0.85455,                0.94905,                0.50658,                 3.4588,                 1.4983,                 4.3156,              0.0017109,              0.0017109,              0.0017109
                    148,                  2.194,                0.96264,                 2.5191,                0.80992,                0.92967,                0.92744,                0.43881,                 3.8301,                 1.4873,                 4.6683,              0.0017089,              0.0017089,              0.0017089
                    149,                 2.3064,                0.95278,                 2.5461,                0.94617,                0.95876,                0.96987,                0.46639,                  3.842,                 1.2905,                 4.4712,               0.001707,               0.001707,               0.001707
                    150,                 2.2167,                0.93649,                 2.4739,                0.97712,                0.94545,                0.97689,                0.50658,                 3.7384,                 1.1044,                  4.297,               0.001705,               0.001705,               0.001705
                    151,                 2.2036,                 0.9518,                 2.4514,                0.98141,                0.95987,                0.97291,                0.53505,                 3.4182,                 1.0881,                 4.3605,               0.001703,               0.001703,               0.001703
                    152,                 2.2894,                 1.0028,                 2.4999,                 0.9287,                0.94726,                0.96812,                0.50681,                 3.5595,                 1.1056,                  4.522,               0.001701,               0.001701,               0.001701
                    153,                 2.2574,                 1.0077,                 2.4944,                0.90737,                0.96364,                0.96182,                0.50234,                 3.5446,                 1.1728,                  4.364,               0.001699,               0.001699,               0.001699
                    154,                 2.3263,                0.97554,                 2.4567,                0.97338,                0.92727,                0.96892,                0.48498,                 3.6489,                 1.1294,                 4.3791,              0.0016971,              0.0016971,              0.0016971
                    155,                 2.2893,                0.93088,                 2.4692,                0.90597,                0.92727,                0.93829,                0.43842,                 4.0058,                 1.3304,                 4.6705,              0.0016951,              0.0016951,              0.0016951
                    156,                 2.0455,                0.87153,                 2.3551,                0.87811,                0.91699,                0.93758,                0.50144,                 3.7005,                 1.2732,                 4.6233,              0.0016931,              0.0016931,              0.0016931
                    157,                 2.2009,                0.90282,                 2.4706,                0.90562,                0.89091,                0.94942,                0.54019,                 3.3251,                 1.2738,                 4.3016,              0.0016911,              0.0016911,              0.0016911
                    158,                  2.148,                0.89503,                 2.4136,                0.89209,                0.90196,                0.92344,                0.50863,                   3.43,                 1.2889,                 4.2283,              0.0016891,              0.0016891,              0.0016891
                    159,                  2.108,                 0.8998,                 2.4414,                0.85188,                0.94121,                 0.9224,                0.51731,                 3.4172,                 1.3477,                 4.4767,              0.0016872,              0.0016872,              0.0016872
                    160,                 2.0682,                 0.9223,                 2.4757,                0.78776,                0.89091,                 0.8781,                0.48332,                 3.6842,                 1.2802,                 4.5366,              0.0016852,              0.0016852,              0.0016852
                    161,                 2.0689,                0.89104,                 2.4242,                0.97297,                0.92727,                 0.9632,                0.54051,                 3.3957,                  1.081,                 4.1909,              0.0016832,              0.0016832,              0.0016832
                    162,                 2.2231,                0.92795,                 2.4728,                0.92588,                0.94545,                  0.975,                0.50977,                 3.3737,                 1.2241,                 4.0982,              0.0016812,              0.0016812,              0.0016812
                    163,                 2.1018,                0.94784,                 2.3782,                0.92118,                0.85001,                0.93138,                0.45823,                 3.8211,                 1.3394,                 4.6706,              0.0016792,              0.0016792,              0.0016792
                    164,                 2.1292,                0.88047,                 2.4868,                0.95859,                0.84179,                0.94605,                0.48208,                 3.6795,                 1.4919,                 4.3735,              0.0016773,              0.0016773,              0.0016773
                    165,                 2.1048,                0.98295,                 2.4392,                0.86882,                 0.9634,                0.95824,                0.51542,                  3.624,                 1.4278,                 4.2938,              0.0016753,              0.0016753,              0.0016753
                    166,                 2.1666,                0.93816,                 2.4499,                0.84624,                0.90069,                0.91709,                0.50452,                 3.6438,                 1.4838,                 4.4059,              0.0016733,              0.0016733,              0.0016733
                    167,                 2.0527,                0.96407,                 2.3661,                0.87662,                0.87273,                 0.9317,                0.53742,                 3.4028,                 1.4664,                 4.3906,              0.0016713,              0.0016713,              0.0016713
                    168,                 2.1415,                0.93928,                 2.4377,                0.90223,                0.92727,                0.96596,                0.48357,                 3.8334,                 1.5437,                 4.8264,              0.0016693,              0.0016693,              0.0016693
                    169,                 2.1149,                0.91368,                 2.3778,                0.85456,                0.96151,                0.94429,                0.50508,                 3.6829,                 1.4051,                  4.532,              0.0016674,              0.0016674,              0.0016674
                    170,                 1.9434,                0.89988,                 2.3411,                0.85992,                0.90909,                0.92888,                0.53114,                 3.3699,                  1.455,                 4.0965,              0.0016654,              0.0016654,              0.0016654
                    171,                 2.0628,                 1.0046,                  2.358,                0.81089,                0.89091,                0.91987,                0.51961,                 3.2811,                 1.4629,                  4.054,              0.0016634,              0.0016634,              0.0016634
                    172,                 2.0552,                0.91749,                 2.3756,                0.84803,                0.92727,                0.91718,                0.52092,                 3.3066,                 1.3782,                  3.945,              0.0016614,              0.0016614,              0.0016614
                    173,                 1.9735,                0.85569,                 2.2759,                0.91295,                0.85455,                0.91585,                0.49401,                    3.6,                 1.3884,                 4.5433,              0.0016594,              0.0016594,              0.0016594
                    174,                 1.9289,                0.87119,                 2.2743,                0.89631,                0.89091,                 0.9215,                0.50601,                 3.5206,                 1.3189,                 4.5947,              0.0016575,              0.0016575,              0.0016575
                    175,                 1.9895,                0.88839,                 2.2855,                 0.9607,                0.88892,                0.94871,                0.52005,                 3.5226,                 1.4549,                 4.3451,              0.0016555,              0.0016555,              0.0016555
                    176,                 1.9827,                0.85229,                 2.3707,                0.81502,                0.88126,                0.91756,                0.51838,                 3.3067,                 1.4104,                  4.304,              0.0016535,              0.0016535,              0.0016535
                    177,                 2.0825,                0.88884,                 2.3862,                 0.8195,                0.90803,                0.92573,                0.49911,                  3.376,                 1.4673,                 4.1689,              0.0016515,              0.0016515,              0.0016515
                    178,                 2.0446,                0.83631,                 2.3888,                0.89879,                0.85455,                0.91835,                0.48688,                 3.6353,                 1.6158,                 4.4831,              0.0016495,              0.0016495,              0.0016495
                    179,                 2.0487,                0.88558,                 2.3755,                0.86023,                0.89526,                0.92515,                0.49516,                 3.2545,                 1.4115,                 3.9678,              0.0016476,              0.0016476,              0.0016476
                    180,                 1.8691,                0.83969,                 2.3613,                0.87305,                0.81818,                0.87923,                0.47294,                 3.3615,                  1.487,                 4.1871,              0.0016456,              0.0016456,              0.0016456
                    181,                 1.9763,                0.88619,                 2.3543,                0.87399,                0.88284,                0.93985,                0.53044,                 3.3322,                 1.2883,                 4.5242,              0.0016436,              0.0016436,              0.0016436
                    182,                 2.0465,                0.90204,                 2.3476,                0.95442,                0.76156,                0.90261,                0.46925,                 3.6108,                 1.4761,                 4.7456,              0.0016416,              0.0016416,              0.0016416
                    183,                 2.0741,                0.92721,                  2.378,                0.94298,                0.83636,                0.92809,                0.48862,                 3.5741,                 1.6494,                 4.7508,              0.0016396,              0.0016396,              0.0016396
                    184,                 2.0656,                0.95079,                 2.4077,                 0.7915,                0.75931,                0.84409,                 0.4443,                 3.4306,                 1.9433,                 4.3274,              0.0016377,              0.0016377,              0.0016377
                    185,                 1.9679,                0.88447,                 2.2479,                0.95738,                0.87273,                0.94038,                0.55117,                 3.3611,                 1.4139,                 4.3507,              0.0016357,              0.0016357,              0.0016357
                    186,                 1.9946,                0.86652,                 2.3803,                0.81032,                0.89091,                0.88464,                0.40589,                 4.2221,                   1.62,                 4.9392,              0.0016337,              0.0016337,              0.0016337
                    187,                 2.0955,                0.94037,                 2.4176,                0.87025,                0.85363,                 0.8949,                0.48823,                  3.528,                 1.5554,                 4.4089,              0.0016317,              0.0016317,              0.0016317
                    188,                 2.0807,                0.87476,                 2.2768,                0.95804,                0.83032,                0.93254,                0.49804,                 3.6278,                 1.4032,                 4.4692,              0.0016297,              0.0016297,              0.0016297
                    189,                 2.0177,                0.81691,                 2.2776,                0.95627,                0.89091,                0.96484,                0.57058,                 3.3493,                 1.3073,                 4.4861,              0.0016278,              0.0016278,              0.0016278
                    190,                 2.1016,                0.91815,                 2.2683,                 0.9794,                0.92727,                0.97888,                 0.5705,                 3.3357,                 1.1963,                 4.4917,              0.0016258,              0.0016258,              0.0016258
                    191,                 1.8651,                0.85227,                 2.3377,                0.93155,                0.92727,                0.96113,                0.48248,                 3.7386,                 1.2586,                 4.5777,              0.0016238,              0.0016238,              0.0016238
                    192,                 1.9722,                0.90964,                 2.2929,                  0.962,                0.92055,                0.96372,                0.50188,                 3.6452,                 1.3475,                  4.758,              0.0016218,              0.0016218,              0.0016218
                    193,                 1.8791,                 0.8682,                 2.3006,                0.90686,                0.96364,                0.97726,                0.56491,                 3.3054,                   1.35,                 4.6951,              0.0016198,              0.0016198,              0.0016198
                    194,                 2.0298,                0.89317,                 2.3036,                0.94182,                0.92727,                0.95807,                0.55641,                 3.2992,                 1.3744,                 4.6731,              0.0016179,              0.0016179,              0.0016179
                    195,                 2.1714,                0.97695,                  2.354,                0.94889,                0.87273,                0.94438,                0.52899,                 3.5636,                 1.5312,                 4.6116,              0.0016159,              0.0016159,              0.0016159
                    196,                 1.9244,                0.83703,                 2.2879,                 0.9432,                0.90576,                0.94382,                0.51276,                 3.4664,                  1.539,                  4.561,              0.0016139,              0.0016139,              0.0016139
                    197,                 1.9426,                0.88869,                 2.2399,                 0.8274,                0.87273,                0.89947,                0.49663,                 3.7628,                 2.0188,                 4.7698,              0.0016119,              0.0016119,              0.0016119
                    198,                 1.9239,                0.91801,                 2.2478,                0.85907,                 0.8867,                0.87129,                0.45377,                  3.738,                 2.0179,                  4.753,              0.0016099,              0.0016099,              0.0016099
                    199,                 1.9376,                0.83638,                 2.2965,                0.91783,                0.85455,                0.89744,                0.46388,                 3.6593,                 1.6453,                 5.0289,               0.001608,               0.001608,               0.001608
                    200,                 1.8483,                0.83419,                 2.2458,                0.90874,                0.87273,                0.91059,                0.48043,                 3.6265,                 1.3615,                 5.1444,               0.001606,               0.001606,               0.001606
                    201,                 1.9881,                0.88585,                 2.2788,                0.89726,                0.79403,                0.86994,                0.44449,                 3.7243,                 1.5061,                 5.0383,               0.001604,               0.001604,               0.001604
                    202,                 1.9897,                  0.878,                 2.3111,                0.83501,                0.78182,                0.88651,                0.50004,                 3.3196,                 1.4433,                 4.6923,               0.001602,               0.001602,               0.001602
                    203,                 1.9707,                0.79649,                 2.2199,                0.87744,                0.94545,                0.95267,                0.50631,                 3.5464,                 1.2021,                 4.9467,                 0.0016,                 0.0016,                 0.0016
                    204,                 1.8689,                0.87675,                 2.2447,                0.96061,                 0.8869,                0.94432,                0.52992,                 3.4476,                 1.1134,                   4.79,              0.0015981,              0.0015981,              0.0015981
                    205,                 1.8989,                0.82932,                 2.2604,                0.98076,                0.92686,                0.97325,                0.56913,                 3.4423,                 1.0909,                 4.8425,              0.0015961,              0.0015961,              0.0015961
                    206,                 1.8182,                 0.7878,                  2.212,                0.98037,                0.90802,                0.96987,                0.54856,                 3.3908,                 1.1757,                 4.3259,              0.0015941,              0.0015941,              0.0015941
                    207,                 1.9276,                0.92148,                  2.319,                0.93857,                0.89091,                0.94153,                0.56247,                 3.2926,                 1.3086,                  4.209,              0.0015921,              0.0015921,              0.0015921
                    208,                 1.9236,                0.87557,                 2.2457,                0.93941,                0.89091,                0.94368,                0.52493,                 3.3217,                 1.3129,                 4.3041,              0.0015901,              0.0015901,              0.0015901
                    209,                 1.8275,                0.85884,                 2.2172,                0.99732,                0.90909,                0.97229,                0.53369,                 3.3289,                  1.167,                 4.4185,              0.0015882,              0.0015882,              0.0015882
                    210,                 1.8676,                0.86246,                 2.2641,                0.99561,                0.89091,                0.93822,                0.49108,                 3.4711,                 1.3399,                 4.2948,              0.0015862,              0.0015862,              0.0015862
                    211,                 1.7903,                0.81122,                 2.1485,                0.97653,                0.90909,                0.93461,                0.49511,                 3.2376,                 1.3337,                 4.2427,              0.0015842,              0.0015842,              0.0015842
                    212,                 1.8668,                0.84659,                 2.2372,                0.96102,                0.89648,                0.92636,                0.48924,                  3.364,                 1.2805,                 4.3181,              0.0015822,              0.0015822,              0.0015822
                    213,                 1.7477,                0.81444,                  2.202,                0.90069,                0.85455,                0.91584,                0.47196,                 3.2682,                 1.5703,                 4.1699,              0.0015802,              0.0015802,              0.0015802
                    214,                 1.7832,                0.83049,                 2.1443,                 0.8881,                0.86592,                0.91906,                 0.5091,                  3.356,                 1.2241,                 4.3583,              0.0015783,              0.0015783,              0.0015783
                    215,                 1.7298,                0.78854,                 2.2307,                  0.878,                0.85455,                0.90323,                0.49869,                 3.3854,                 1.3897,                 4.4636,              0.0015763,              0.0015763,              0.0015763
                    216,                 1.8682,                0.86271,                 2.2702,                0.91729,                0.89091,                0.94789,                0.49538,                   3.57,                 1.5428,                  4.867,              0.0015743,              0.0015743,              0.0015743
                    217,                 1.7621,                0.87256,                 2.1851,                0.94184,                0.89091,                0.96153,                0.51729,                 3.5912,                 1.2794,                 5.2313,              0.0015723,              0.0015723,              0.0015723
                    218,                 1.7461,                0.84105,                 2.1689,                0.87673,                0.92727,                0.92302,                 0.4636,                 3.6521,                 1.3809,                 4.6705,              0.0015703,              0.0015703,              0.0015703
                    219,                 1.7817,                0.84785,                 2.2098,                 0.9245,                0.90909,                0.95335,                 0.5317,                 3.3487,                 1.7228,                 4.5131,              0.0015684,              0.0015684,              0.0015684
                    220,                 1.8078,                 0.7987,                 2.1674,                0.92845,                0.94379,                 0.9693,                0.53988,                 3.3081,                  1.494,                 4.3769,              0.0015664,              0.0015664,              0.0015664
                    221,                   1.79,                0.79156,                 2.1124,                 0.9765,                0.89091,                0.96796,                0.48316,                 3.7565,                  1.604,                 4.6418,              0.0015644,              0.0015644,              0.0015644
                    222,                 1.7595,                  0.827,                 2.2639,                0.94442,                 0.9268,                0.96971,                0.56071,                 3.4219,                  1.236,                 4.6958,              0.0015624,              0.0015624,              0.0015624
                    223,                 1.7922,                 0.8098,                 2.1504,                0.97607,                0.90909,                0.97059,                0.56884,                 3.5098,                 1.1112,                 4.9447,              0.0015604,              0.0015604,              0.0015604
                    224,                 1.8023,                0.80758,                 2.1727,                0.95568,                0.90909,                0.96292,                0.53555,                 3.4976,                 1.1384,                 4.8638,              0.0015585,              0.0015585,              0.0015585
                    225,                 1.7952,                0.81507,                 2.1959,                0.96351,                0.96031,                0.97063,                0.53031,                 3.5329,                 1.0757,                 4.6882,              0.0015565,              0.0015565,              0.0015565
                    226,                 1.7494,                 0.7582,                 2.1056,                0.90806,                0.96364,                0.95677,                0.52203,                 3.4735,                 1.1915,                 4.5872,              0.0015545,              0.0015545,              0.0015545
                    227,                 1.8014,                0.77002,                 2.1381,                0.95481,                0.92727,                0.96556,                0.52108,                 3.5295,                 1.1533,                 4.6307,              0.0015525,              0.0015525,              0.0015525
                    228,                 1.7417,                0.77763,                 2.2245,                0.94212,                0.92727,                 0.9483,                0.51885,                 3.5678,                 1.2644,                 4.5687,              0.0015505,              0.0015505,              0.0015505
                    229,                 1.6523,                0.78751,                 2.1255,                0.94509,                0.93883,                0.97025,                0.52937,                  3.586,                 1.2817,                 4.6975,              0.0015486,              0.0015486,              0.0015486
                    230,                 1.7165,                0.76532,                 2.1447,                0.97787,                0.98182,                 0.9828,                0.52935,                 3.5427,                 1.2744,                 4.7394,              0.0015466,              0.0015466,              0.0015466
                    231,                 1.7825,                0.74717,                 2.1682,                0.90977,                0.91675,                0.94137,                0.50558,                 3.5886,                  1.658,                  4.769,              0.0015446,              0.0015446,              0.0015446
                    232,                 1.7769,                0.79987,                 2.1489,                0.95984,                0.86916,                0.93803,                0.45381,                 3.8557,                 1.6447,                 4.8027,              0.0015426,              0.0015426,              0.0015426
                    233,                 1.7938,                0.79912,                 2.2157,                0.90527,                0.86886,                0.90944,                0.47331,                 3.6712,                 1.4542,                 4.9844,              0.0015406,              0.0015406,              0.0015406
                    234,                 1.7832,                0.82256,                 2.1785,                0.93699,                0.81121,                0.89612,                0.46834,                  3.604,                 1.8253,                 4.7187,              0.0015387,              0.0015387,              0.0015387
                    235,                 1.6848,                0.79502,                 2.1084,                 0.9328,                0.83636,                0.89233,                0.51179,                 3.4076,                 1.8853,                 4.6364,              0.0015367,              0.0015367,              0.0015367
                    236,                 1.8284,                0.78271,                 2.2313,                0.94344,                0.81818,                 0.9084,                0.50035,                 3.6383,                 1.2887,                 4.8593,              0.0015347,              0.0015347,              0.0015347
                    237,                  1.882,                 0.8295,                 2.1584,                0.91443,                0.83636,                0.88168,                0.47763,                 3.6585,                 1.4226,                 4.7466,              0.0015327,              0.0015327,              0.0015327
                    238,                 1.7877,                0.77378,                 2.1994,                0.94306,                0.85455,                0.92505,                 0.4841,                   3.55,                 1.4067,                 4.9596,              0.0015307,              0.0015307,              0.0015307
                    239,                 1.7695,                0.79541,                 2.2397,                0.82325,                0.93162,                0.94144,                  0.516,                 3.4694,                 1.5341,                 5.1195,              0.0015288,              0.0015288,              0.0015288
                    240,                 1.7773,                 0.7945,                 2.1748,                0.94358,                0.94545,                0.94989,                 0.5435,                 3.4831,                 1.5143,                 4.7018,              0.0015268,              0.0015268,              0.0015268
                    241,                   1.76,                0.76632,                 2.2549,                0.96148,                0.90776,                0.94799,                0.54284,                 3.5177,                 1.4125,                 4.8109,              0.0015248,              0.0015248,              0.0015248
                    242,                 1.9244,                0.82659,                 2.1994,                0.96146,                0.90728,                0.91665,                0.43082,                 4.2399,                 1.6123,                  5.029,              0.0015228,              0.0015228,              0.0015228
                    243,                 1.8895,                 0.8696,                 2.1966,                0.96275,                0.94004,                0.95684,                0.53669,                 3.4658,                 1.1534,                 4.6822,              0.0015208,              0.0015208,              0.0015208
                    244,                 1.7507,                0.79839,                 2.1252,                0.94051,                0.86249,                0.92979,                0.50227,                 3.6002,                 1.3027,                  4.732,              0.0015189,              0.0015189,              0.0015189
                    245,                 1.7004,                0.78038,                 2.0879,                0.97412,                0.92727,                0.97112,                0.52283,                 3.4807,                 1.2681,                 4.7827,              0.0015169,              0.0015169,              0.0015169
                    246,                 1.6525,                0.76317,                 2.1342,                0.94111,                0.87167,                0.93157,                0.45439,                 3.9949,                 1.6319,                 4.9662,              0.0015149,              0.0015149,              0.0015149
                    247,                 1.6588,                0.71509,                 2.0623,                 0.9265,                0.92727,                0.97138,                0.50677,                  3.742,                 1.3965,                 4.8705,              0.0015129,              0.0015129,              0.0015129
                    248,                 1.6128,                0.72147,                 2.0519,                0.95907,                0.94545,                0.97775,                 0.4659,                 3.8962,                  1.278,                 4.7972,              0.0015109,              0.0015109,              0.0015109
                    249,                 1.6922,                0.76573,                 2.0653,                0.94665,                0.98182,                 0.9816,                0.52245,                 3.5918,                 1.1585,                 4.7557,               0.001509,               0.001509,               0.001509
                    250,                 1.5584,                0.71102,                 2.0534,                 0.9282,                0.94027,                0.96354,                0.49544,                 3.6773,                 1.2403,                 4.8084,               0.001507,               0.001507,               0.001507
                    251,                 1.5909,                0.72953,                 2.0216,                0.89317,                0.96364,                 0.9736,                0.54756,                 3.4009,                 1.0867,                  4.669,               0.001505,               0.001505,               0.001505
                    252,                 1.7176,                0.79234,                 2.1073,                0.99582,                0.92727,                  0.974,                0.52377,                  3.574,                 1.1656,                 4.6006,               0.001503,               0.001503,               0.001503
                    253,                 1.6174,                0.72587,                 2.0306,                0.97997,                0.88946,                0.96885,                0.53519,                 3.5636,                 1.1888,                 4.6649,               0.001501,               0.001501,               0.001501
                    254,                 1.6623,                0.70281,                 2.1658,                 0.9519,                0.90909,                0.94851,                0.55182,                 3.4889,                 1.2623,                 4.8277,              0.0014991,              0.0014991,              0.0014991
                    255,                 1.6679,                  0.762,                  2.092,                0.86398,                0.92399,                0.94452,                 0.5058,                  3.582,                 1.4643,                  4.516,              0.0014971,              0.0014971,              0.0014971
                    256,                   1.56,                0.70968,                 2.0625,                0.97912,                 0.8526,                0.93063,                0.50716,                 3.5013,                 1.5606,                  4.524,              0.0014951,              0.0014951,              0.0014951
                    257,                 1.7002,                0.75171,                 2.1409,                0.98023,                0.90161,                0.96742,                0.54981,                 3.4998,                 1.1302,                 4.7264,              0.0014931,              0.0014931,              0.0014931
                    258,                 1.6061,                0.74649,                 2.0797,                0.97965,                0.89091,                0.94355,                0.56774,                 3.3724,                 1.4861,                 4.8004,              0.0014911,              0.0014911,              0.0014911
                    259,                 1.6254,                0.77426,                 2.1123,                0.98109,                0.94314,                0.97073,                0.53784,                 3.4557,                 1.3112,                 5.0512,              0.0014892,              0.0014892,              0.0014892
                    260,                 1.5061,                0.71209,                 2.0322,                0.92799,                0.93736,                0.96479,                0.54271,                  3.354,                 1.3858,                 4.8426,              0.0014872,              0.0014872,              0.0014872
                    261,                 1.6346,                0.73244,                 2.0449,                0.96791,                0.87273,                0.96209,                0.51513,                 3.5072,                  1.377,                  4.752,              0.0014852,              0.0014852,              0.0014852
                    262,                 1.6679,                0.73821,                 2.0639,                0.96204,                0.87273,                0.95386,                0.46338,                 3.7499,                   1.29,                 5.0206,              0.0014832,              0.0014832,              0.0014832
                    263,                  1.656,                0.74944,                 2.1014,                0.94131,                0.87273,                0.94696,                0.52978,                 3.3801,                 1.2882,                 4.9079,              0.0014812,              0.0014812,              0.0014812
                    264,                 1.6021,                0.70847,                  2.056,                0.92436,                0.88878,                0.94513,                0.52381,                  3.415,                 1.4811,                 4.9196,              0.0014793,              0.0014793,              0.0014793
                    265,                 1.6092,                0.81698,                 2.1319,                0.91037,                0.92344,                 0.9475,                0.49505,                 3.5013,                  1.414,                 5.3091,              0.0014773,              0.0014773,              0.0014773
                    266,                 1.4782,                0.68551,                 2.0259,                0.89034,                0.88583,                0.92793,                0.49676,                  3.421,                 1.3403,                 5.3371,              0.0014753,              0.0014753,              0.0014753
                    267,                 1.5716,                0.76803,                 2.0831,                 0.8953,                0.93289,                0.94419,                0.50971,                 3.4039,                 1.3929,                 5.2624,              0.0014733,              0.0014733,              0.0014733
                    268,                 1.6728,                0.73503,                 2.1046,                0.93814,                0.85455,                0.93668,                0.50262,                 3.5407,                 1.5564,                 4.8086,              0.0014713,              0.0014713,              0.0014713
                    269,                 1.5322,                0.71421,                 2.0227,                 0.9035,                0.85455,                0.92066,                0.47944,                 3.6482,                 1.4683,                 4.9986,              0.0014694,              0.0014694,              0.0014694
                    270,                 1.5144,                0.71892,                 2.0763,                0.92588,                0.90847,                0.95073,                0.50344,                 3.6174,                  1.172,                 5.1188,              0.0014674,              0.0014674,              0.0014674
                    271,                 1.4997,                0.69534,                 1.9881,                0.94175,                0.94545,                0.96692,                0.52718,                 3.5972,                 1.1966,                 5.3388,              0.0014654,              0.0014654,              0.0014654
                    272,                 1.4776,                0.68337,                 1.9813,                0.87601,                 0.8993,                0.91826,                0.48392,                 3.6803,                 1.3399,                 5.2324,              0.0014634,              0.0014634,              0.0014634
                    273,                 1.4678,                0.70134,                 1.9965,                0.90184,                0.83524,                0.90228,                0.44502,                 3.7683,                 1.5493,                 5.0642,              0.0014614,              0.0014614,              0.0014614
                    274,                 1.5281,                 0.7777,                 2.0237,                0.87675,                0.90544,                0.92475,                0.46701,                 3.7446,                 1.3537,                 5.2965,              0.0014595,              0.0014595,              0.0014595
                    275,                 1.5369,                0.67566,                 2.0617,                0.94282,                0.89941,                0.95988,                0.51773,                  3.438,                 1.2107,                 5.1701,              0.0014575,              0.0014575,              0.0014575
                    276,                  1.512,                0.70173,                 2.0144,                0.88483,                0.90909,                0.94129,                0.48101,                 3.8272,                 1.2534,                 5.3384,              0.0014555,              0.0014555,              0.0014555
                    277,                 1.4886,                0.69363,                 1.9479,                0.97962,                0.96364,                0.97692,                0.51792,                 3.5513,                 1.1145,                 5.1192,              0.0014535,              0.0014535,              0.0014535
                    278,                 1.5526,                0.72306,                  2.027,                0.98142,                0.96025,                0.99116,                0.56715,                 3.3265,                 1.0692,                 4.9564,              0.0014515,              0.0014515,              0.0014515
                    279,                  1.541,                0.70242,                 2.0727,                0.95691,                0.87273,                0.94135,                0.52065,                 3.4105,                 1.1938,                 4.9733,              0.0014496,              0.0014496,              0.0014496
                    280,                 1.4619,                0.74733,                 2.0034,                0.95963,                0.90909,                0.95674,                0.49091,                 3.6869,                 1.2311,                 5.3005,              0.0014476,              0.0014476,              0.0014476
                    281,                  1.523,                 0.6683,                 1.9963,                0.92518,                0.90909,                 0.9402,                0.47335,                 3.7981,                 1.4753,                 5.2447,              0.0014456,              0.0014456,              0.0014456
                    282,                 1.5532,                0.70771,                 2.0103,                0.96102,                0.92727,                0.97276,                0.54549,                 3.3645,                 1.3866,                 4.8941,              0.0014436,              0.0014436,              0.0014436
                    283,                 1.5154,                0.72438,                  2.036,                0.95975,                0.86718,                0.94384,                0.54186,                 3.3225,                 1.3158,                 4.9276,              0.0014416,              0.0014416,              0.0014416
                    284,                 1.5751,                0.77178,                 2.0609,                0.89803,                0.81818,                0.88485,                0.48377,                 3.5938,                 1.6313,                 5.0062,              0.0014397,              0.0014397,              0.0014397
                    285,                 1.5649,                0.71724,                 2.0345,                0.88023,                0.85455,                0.90041,                 0.4681,                  3.629,                 1.4973,                 4.9161,              0.0014377,              0.0014377,              0.0014377
                    286,                  1.589,                0.72752,                 2.0655,                0.94142,                0.90909,                0.91039,                0.46714,                 3.9216,                 1.4927,                 5.2433,              0.0014357,              0.0014357,              0.0014357
                    287,                 1.5181,                0.69256,                 2.0081,                0.87855,                0.92078,                 0.9353,                0.50172,                 3.4267,                 1.3697,                 5.1952,              0.0014337,              0.0014337,              0.0014337
                    288,                 1.5505,                0.69684,                 1.9941,                0.93633,                0.89091,                0.94293,                0.53706,                 3.4063,                 1.2885,                 4.9055,              0.0014317,              0.0014317,              0.0014317
                    289,                 1.5106,                0.70288,                 2.0024,                0.93953,                0.89091,                0.95571,                0.49877,                 3.6138,                 1.2072,                 5.0941,              0.0014298,              0.0014298,              0.0014298
                    290,                  1.419,                0.72502,                 1.9873,                0.92683,                0.92135,                0.96809,                0.51129,                 3.5237,                 1.1891,                 5.0735,              0.0014278,              0.0014278,              0.0014278
