                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                 2.3414,                0.98829,                 2.4894,                0.87281,                0.85455,                0.95241,                0.51185,                 3.2771,                 1.5568,                 4.0761,              0.0017149,              0.0017149,              0.0017149
                    146,                 2.2132,                0.98338,                 2.5149,                0.82109,                0.96364,                0.94954,                0.50337,                 3.1223,                 1.5957,                 3.9183,              0.0017129,              0.0017129,              0.0017129
                    147,                 2.1588,                0.97757,                 2.5179,                0.85729,                0.87378,                0.93336,                0.43314,                 3.5193,                 1.5238,                 4.1421,              0.0017109,              0.0017109,              0.0017109
                    148,                 2.0942,                0.85759,                 2.3956,                0.92311,                0.94545,                0.97171,                0.51581,                 3.1241,                 1.1829,                 3.9531,              0.0017089,              0.0017089,              0.0017089
                    149,                 2.2089,                0.91346,                 2.5094,                0.96134,                0.90429,                0.95877,                0.52781,                 3.1727,                 1.1963,                 3.9415,               0.001707,               0.001707,               0.001707
                    150,                 2.0259,                0.83218,                 2.3577,                 0.9799,                0.81818,                0.96223,                0.52065,                 3.2883,                  1.217,                 4.0431,               0.001705,               0.001705,               0.001705
                    151,                 2.2309,                 0.9324,                 2.4993,                 0.9497,                0.94545,                0.96599,                0.44782,                 3.7282,                 1.2117,                 4.2671,               0.001703,               0.001703,               0.001703
                    152,                 2.1944,                0.95996,                 2.4374,                0.85806,                0.78182,                0.84876,                 0.4481,                 3.5362,                 1.7701,                 4.1621,               0.001701,               0.001701,               0.001701
                    153,                   2.17,                0.92494,                 2.4412,                0.91034,                0.92306,                0.97842,                0.49333,                 3.5024,                 1.2398,                 4.1858,               0.001699,               0.001699,               0.001699
                    154,                 2.1057,                0.94584,                  2.391,                0.89785,                0.95895,                0.95151,                0.51647,                 3.1133,                 1.3255,                 3.9757,              0.0016971,              0.0016971,              0.0016971
                    155,                 2.1635,                0.86644,                  2.446,                0.88248,                0.90909,                0.92653,                0.45915,                 3.3754,                 1.4223,                 4.0136,              0.0016951,              0.0016951,              0.0016951
                    156,                 2.2149,                 0.9511,                 2.3649,                0.91214,                0.92727,                0.95575,                0.54547,                 3.0394,                 1.1255,                 3.9525,              0.0016931,              0.0016931,              0.0016931
                    157,                 2.1949,                0.96678,                 2.4412,                0.80428,                    0.8,                0.86267,                 0.4363,                 3.6349,                  1.621,                 4.3523,              0.0016911,              0.0016911,              0.0016911
                    158,                 2.1596,                0.90283,                 2.4495,                0.76078,                    0.8,                0.87367,                0.45886,                 3.2994,                  2.009,                 4.2483,              0.0016891,              0.0016891,              0.0016891
                    159,                 2.1636,                0.94586,                 2.4177,                0.69559,                0.92727,                 0.8988,                0.45254,                 3.3412,                 1.7651,                  4.457,              0.0016872,              0.0016872,              0.0016872
                    160,                 2.1581,                0.92398,                 2.4232,                0.78026,                0.76364,                0.86713,                0.43152,                 3.5289,                 1.7165,                 4.2745,              0.0016852,              0.0016852,              0.0016852
                    161,                 2.0804,                0.86511,                  2.412,                0.82122,                0.83636,                0.89916,                0.48438,                 3.1314,                 1.5279,                 3.9543,              0.0016832,              0.0016832,              0.0016832
                    162,                 2.0224,                0.90039,                 2.4355,                0.90672,                0.88375,                0.92421,                0.43638,                 3.4825,                 1.6172,                  4.156,              0.0016812,              0.0016812,              0.0016812
                    163,                 2.1643,                0.90578,                 2.4558,                0.91525,                0.81818,                0.88611,                0.46423,                 3.1987,                 1.6562,                 4.0051,              0.0016792,              0.0016792,              0.0016792
                    164,                 2.2101,                0.88147,                 2.4294,                0.95914,                0.85353,                0.95107,                 0.5154,                 3.1645,                 1.2655,                 4.0522,              0.0016773,              0.0016773,              0.0016773
                    165,                 2.0595,                0.83357,                 2.3686,                0.98122,                0.95016,                0.98978,                 0.5581,                 3.0979,                  1.124,                 3.8939,              0.0016753,              0.0016753,              0.0016753
                    166,                 2.0265,                0.85838,                  2.352,                0.92708,                0.92462,                0.97358,                0.51153,                 3.3692,                 1.1427,                 3.9983,              0.0016733,              0.0016733,              0.0016733
                    167,                 2.0511,                0.96793,                 2.3866,                0.91053,                0.92524,                0.97123,                0.53941,                 3.2884,                 1.1676,                   4.22,              0.0016713,              0.0016713,              0.0016713
                    168,                 2.0038,                0.85724,                 2.4039,                0.95398,                0.92727,                0.95006,                0.46441,                  3.673,                 1.2824,                 4.3343,              0.0016693,              0.0016693,              0.0016693
                    169,                 2.1148,                0.90181,                 2.3472,                0.84983,                0.92604,                0.93555,                0.48096,                 3.4283,                 1.2446,                 4.2281,              0.0016674,              0.0016674,              0.0016674
                    170,                 1.9731,                0.85515,                  2.394,                0.87047,                0.85531,                0.91086,                0.48364,                 3.2209,                  1.376,                 4.2302,              0.0016654,              0.0016654,              0.0016654
                    171,                 2.1199,                0.93523,                 2.4492,                0.89107,                0.87273,                0.91078,                0.50935,                  3.169,                 1.3393,                 3.9156,              0.0016634,              0.0016634,              0.0016634
                    172,                 2.0613,                0.87272,                 2.3662,                0.90904,                    0.8,                0.88555,                0.49528,                 3.2195,                 1.5094,                 3.9637,              0.0016614,              0.0016614,              0.0016614
                    173,                 1.9558,                0.93105,                 2.2813,                0.99577,                0.90909,                0.96642,                 0.5372,                 3.1347,                 1.2607,                 4.0283,              0.0016594,              0.0016594,              0.0016594
                    174,                 1.9851,                0.86703,                 2.3153,                0.95889,                0.84825,                0.94695,                0.52959,                 3.0737,                 1.2973,                 3.9914,              0.0016575,              0.0016575,              0.0016575
                    175,                 2.0234,                0.91557,                 2.3058,                0.89841,                    0.8,                0.89451,                0.45382,                 3.4778,                 1.9291,                 4.1712,              0.0016555,              0.0016555,              0.0016555
                    176,                 2.1179,                0.95315,                 2.3609,                0.81848,                0.94545,                0.93801,                0.45396,                 3.4183,                 1.4823,                 4.0504,              0.0016535,              0.0016535,              0.0016535
                    177,                 1.9885,                0.86831,                 2.2962,                0.91929,                0.89091,                 0.9655,                0.45267,                 3.4593,                 1.2822,                 4.1452,              0.0016515,              0.0016515,              0.0016515
                    178,                 1.9605,                0.83813,                 2.2908,                0.89651,                0.94502,                0.95857,                0.51801,                 3.0927,                 1.1105,                 4.0022,              0.0016495,              0.0016495,              0.0016495
                    179,                 1.9095,                0.82412,                 2.2336,                0.84739,                0.96364,                0.97344,                0.53283,                 3.1314,                 1.1219,                 4.0415,              0.0016476,              0.0016476,              0.0016476
                    180,                 1.8656,                0.80201,                 2.1814,                0.96039,                0.90909,                0.98381,                0.57454,                 3.0314,                 1.0966,                 4.0025,              0.0016456,              0.0016456,              0.0016456
                    181,                 1.8562,                0.79711,                 2.2683,                0.90913,                 0.9095,                0.98016,                0.54308,                 3.1414,                 1.1606,                   4.16,              0.0016436,              0.0016436,              0.0016436
                    182,                 2.0236,                0.90472,                 2.2903,                 0.9636,                0.96277,                0.98805,                0.54574,                 3.1298,                 1.1312,                 4.1071,              0.0016416,              0.0016416,              0.0016416
                    183,                 1.9444,                0.89464,                 2.2823,                0.92931,                0.95614,                0.97053,                0.48019,                 3.6033,                 1.1982,                 4.4026,              0.0016396,              0.0016396,              0.0016396
                    184,                 1.9271,                0.84466,                 2.3163,                0.87444,                0.88646,                0.92879,                0.49458,                 3.5047,                 1.2641,                 4.3995,              0.0016377,              0.0016377,              0.0016377
                    185,                 1.8989,                0.87033,                 2.2628,                0.91822,                0.92727,                0.97252,                0.47936,                 3.6144,                 1.2557,                 4.4492,              0.0016357,              0.0016357,              0.0016357
                    186,                  1.986,                0.89165,                 2.2746,                0.94358,                0.91234,                0.96608,                 0.4849,                 3.4482,                 1.2704,                 4.5767,              0.0016337,              0.0016337,              0.0016337
                    187,                 2.0211,                 0.8448,                 2.3779,                0.91447,                0.89091,                0.94614,                0.44135,                 3.7998,                  1.301,                 4.7211,              0.0016317,              0.0016317,              0.0016317
                    188,                 2.0281,                0.92838,                 2.3362,                0.95621,                0.90909,                0.96293,                0.54276,                  3.191,                 1.0518,                 4.3837,              0.0016297,              0.0016297,              0.0016297
                    189,                 2.1149,                0.84646,                 2.3077,                0.89138,                0.92727,                 0.9405,                0.54884,                 3.0633,                 1.0486,                 4.2539,              0.0016278,              0.0016278,              0.0016278
                    190,                 2.0556,                0.92108,                 2.3173,                0.89458,                0.87273,                0.92284,                0.47265,                 3.4918,                 1.1844,                 4.3568,              0.0016258,              0.0016258,              0.0016258
                    191,                 1.8865,                0.87107,                 2.2311,                 0.9128,                0.96364,                0.97622,                0.55365,                 3.0703,                 0.9763,                 4.1105,              0.0016238,              0.0016238,              0.0016238
                    192,                 2.0424,                0.87224,                 2.2333,                0.91367,                0.94545,                0.97644,                0.47934,                 3.5815,                 1.1594,                 4.6363,              0.0016218,              0.0016218,              0.0016218
                    193,                 1.9304,                0.81747,                 2.2277,                0.89808,                0.96127,                0.97197,                0.50854,                 3.3251,                 1.1473,                 4.3901,              0.0016198,              0.0016198,              0.0016198
                    194,                  1.972,                0.85919,                 2.2417,                0.92971,                      1,                0.99055,                0.52867,                 3.1516,                 1.0441,                 4.0929,              0.0016179,              0.0016179,              0.0016179
                    195,                 1.9867,                0.90119,                 2.2673,                0.86717,                0.98182,                0.97576,                0.50529,                 3.2447,                 1.2204,                 4.1603,              0.0016159,              0.0016159,              0.0016159
                    196,                 1.9049,                0.81178,                 2.2492,                0.92658,                0.90909,                0.97893,                0.50707,                 3.2532,                 1.1565,                 4.1609,              0.0016139,              0.0016139,              0.0016139
                    197,                 1.8032,                0.79076,                 2.1867,                0.96196,                 0.9196,                0.97858,                0.48195,                 3.4632,                 1.1753,                 4.3322,              0.0016119,              0.0016119,              0.0016119
                    198,                 1.8253,                0.82766,                 2.2142,                 0.9453,                0.94259,                0.98586,                0.51081,                 3.3049,                 1.1785,                 4.1481,              0.0016099,              0.0016099,              0.0016099
                    199,                 1.8363,                0.84209,                 2.2578,                0.94712,                0.97705,                0.99148,                0.51612,                 3.2759,                  1.036,                 4.2674,               0.001608,               0.001608,               0.001608
